,Unnamed: 0,Date,Station,Rainfall (mm),Temperature (°C),Humidity (%),Wind Speed (km/h),Precipitation Type
1302,1302,7/27/2023,Birgunj,0.0,11.3,79,8.1,Snow
1303,1303,7/28/2023,Birgunj,0.0,14.3,45,10.0,Rain
1304,1304,7/29/2023,Birgunj,0.0,16.8,42,5.4,
1305,1305,7/30/2023,Birgunj,0.0,21.6,53,0.7,Snow
1306,1306,7/31/2023,Birgunj,78.22,11.5,56,7.2,Rain
1307,1307,8/1/2023,Birgunj,20.79,33.7,85,14.5,Snow
1308,1308,8/2/2023,Birgunj,96.15,23.1,58,8.4,Rain
1309,1309,8/3/2023,Birgunj,0.0,31.1,55,9.2,Snow
1310,1310,8/4/2023,Birgunj,86.89,18.4,41,8.3,Drizzle
1311,1311,8/5/2023,Birgunj,0.0,13.0,54,18.7,Rain
1312,1312,8/6/2023,Birgunj,0.0,31.9,98,6.9,Drizzle
1313,1313,8/7/2023,Birgunj,0.0,31.7,46,15.8,
1314,1314,8/8/2023,Birgunj,58.45,25.3,41,14.9,Rain
1315,1315,8/9/2023,Birgunj,26.16,31.4,42,4.5,Drizzle
1316,1316,8/10/2023,Birgunj,32.21,12.7,72,5.8,Drizzle
1317,1317,8/11/2023,Birgunj,0.0,24.8,56,0.1,Snow
1318,1318,8/12/2023,Birgunj,0.0,19.3,60,18.1,
1319,1319,8/13/2023,Birgunj,0.0,16.3,86,16.9,Rain
1320,1320,8/14/2023,Birgunj,20.06,31.7,72,15.1,Snow
1321,1321,8/15/2023,Birgunj,0.0,31.7,78,13.5,Rain
1322,1322,8/16/2023,Birgunj,0.0,14.8,80,6.8,Snow
1323,1323,8/17/2023,Birgunj,12.87,12.2,56,9.5,Snow
1324,1324,8/18/2023,Birgunj,0.0,12.0,60,2.6,Snow
1325,1325,8/19/2023,Birgunj,0.0,29.4,99,12.5,Snow
1326,1326,8/20/2023,Birgunj,21.34,17.0,94,15.9,Snow
1327,1327,8/21/2023,Birgunj,66.6,20.5,72,16.8,Snow
1328,1328,8/22/2023,Birgunj,10.95,28.0,68,9.7,
1329,1329,8/23/2023,Birgunj,75.98,21.5,68,1.4,Rain
1330,1330,8/24/2023,Birgunj,22.26,26.2,57,11.5,Drizzle
1331,1331,8/25/2023,Birgunj,0.0,12.2,86,3.4,Rain
1332,1332,8/26/2023,Birgunj,17.3,23.7,99,10.3,Snow
1333,1333,8/27/2023,Birgunj,99.17,22.5,89,15.1,Rain
1334,1334,8/28/2023,Birgunj,0.0,17.4,98,11.7,
1335,1335,8/29/2023,Birgunj,0.0,14.2,87,13.3,Rain
1336,1336,8/30/2023,Birgunj,0.0,32.9,45,0.6,
1337,1337,8/31/2023,Birgunj,0.0,15.8,99,11.7,Drizzle
1338,1338,9/1/2023,Birgunj,23.95,14.0,68,0.0,Snow
1339,1339,9/2/2023,Birgunj,0.0,11.5,56,12.1,
1340,1340,9/3/2023,Birgunj,86.07,26.4,93,4.5,Snow
1341,1341,9/4/2023,Birgunj,57.9,21.6,76,13.6,Drizzle
1342,1342,9/5/2023,Birgunj,0.0,22.8,88,4.6,
1343,1343,9/6/2023,Birgunj,35.47,17.3,63,12.4,Drizzle
1344,1344,9/7/2023,Birgunj,0.0,26.5,75,3.7,
1345,1345,9/8/2023,Birgunj,97.97,14.0,97,2.9,
1346,1346,9/9/2023,Birgunj,33.62,26.2,96,16.0,Rain
1347,1347,9/10/2023,Birgunj,0.0,13.6,57,19.9,
1348,1348,9/11/2023,Birgunj,50.05,29.0,53,6.9,Snow
1349,1349,9/12/2023,Birgunj,0.0,15.8,82,6.9,Drizzle
1350,1350,9/13/2023,Birgunj,0.0,26.4,87,9.2,Drizzle
1351,1351,9/14/2023,Birgunj,0.0,24.2,99,0.6,Rain
1352,1352,9/15/2023,Birgunj,0.0,14.8,91,14.8,Snow
1353,1353,9/16/2023,Birgunj,0.0,22.0,47,17.6,Snow
1354,1354,9/17/2023,Birgunj,48.89,18.9,76,11.4,Rain
1355,1355,9/18/2023,Birgunj,0.0,21.1,76,10.2,
1356,1356,9/19/2023,Birgunj,33.97,28.4,90,3.0,Rain
1357,1357,9/20/2023,Birgunj,39.92,13.5,97,10.2,Rain
1358,1358,9/21/2023,Birgunj,86.05,29.5,80,0.7,Rain
1359,1359,9/22/2023,Birgunj,47.85,28.1,64,16.9,Drizzle
1360,1360,9/23/2023,Birgunj,83.4,33.9,48,19.0,Snow
1361,1361,9/24/2023,Birgunj,83.28,24.8,40,1.2,
1362,1362,9/25/2023,Birgunj,55.12,13.4,93,3.8,Rain
1363,1363,9/26/2023,Birgunj,0.0,25.1,95,16.0,Snow
1364,1364,9/27/2023,Birgunj,0.0,32.4,45,12.5,Drizzle
1365,1365,9/28/2023,Birgunj,47.72,20.5,44,13.1,
1366,1366,9/29/2023,Birgunj,41.07,34.0,94,4.0,Snow
1367,1367,9/30/2023,Birgunj,17.89,29.2,76,10.7,
1368,1368,10/1/2023,Birgunj,49.27,21.8,51,0.4,Drizzle
1369,1369,10/2/2023,Birgunj,0.0,18.4,90,13.9,Drizzle
1370,1370,10/3/2023,Birgunj,0.0,26.6,60,6.7,Drizzle
1371,1371,10/4/2023,Birgunj,14.219999999999999,21.9,65,13.1,Rain
1372,1372,10/5/2023,Birgunj,36.07,27.3,97,0.4,Drizzle
1373,1373,10/6/2023,Birgunj,92.58,11.3,47,2.8,Drizzle
1374,1374,10/7/2023,Birgunj,0.0,33.1,68,12.5,Rain
1375,1375,10/8/2023,Birgunj,89.28,25.2,55,9.3,
1376,1376,10/9/2023,Birgunj,27.61,24.9,46,1.8,Rain
1377,1377,10/10/2023,Birgunj,19.07,18.3,48,18.2,Snow
1378,1378,10/11/2023,Birgunj,0.0,12.4,58,17.3,Snow
1379,1379,10/12/2023,Birgunj,4.3,27.9,49,18.9,Drizzle
1380,1380,10/13/2023,Birgunj,31.71,31.0,94,14.5,Snow
1381,1381,10/14/2023,Birgunj,11.88,30.4,85,6.4,Drizzle
1382,1382,10/15/2023,Birgunj,76.73,19.2,93,16.9,Snow
1383,1383,10/16/2023,Birgunj,45.22,20.4,42,18.3,Drizzle
1384,1384,10/17/2023,Birgunj,90.54,34.2,58,4.3,Rain
1385,1385,10/18/2023,Birgunj,6.35,28.7,52,5.9,Snow
1386,1386,10/19/2023,Birgunj,46.48,30.3,41,11.2,Drizzle
1387,1387,10/20/2023,Birgunj,0.0,23.1,53,14.9,Rain
1388,1388,10/21/2023,Birgunj,64.38,23.2,99,16.0,Drizzle
1389,1389,10/22/2023,Birgunj,79.32,17.5,68,1.0,Snow
1390,1390,10/23/2023,Birgunj,0.0,32.9,72,4.8,
1391,1391,10/24/2023,Birgunj,55.46,19.8,94,15.6,Snow
1392,1392,10/25/2023,Birgunj,0.0,21.0,81,7.7,Snow
1393,1393,10/26/2023,Birgunj,0.0,15.3,65,15.1,Drizzle
1394,1394,10/27/2023,Birgunj,56.67,18.7,59,3.0,
1395,1395,10/28/2023,Birgunj,89.78,33.1,47,13.3,Snow
1396,1396,10/29/2023,Birgunj,0.0,30.1,78,15.5,Drizzle
1397,1397,10/30/2023,Birgunj,52.53,20.1,47,11.3,Drizzle
1398,1398,10/31/2023,Birgunj,0.0,11.9,86,19.9,
1399,1399,11/1/2023,Birgunj,84.63,26.7,60,14.9,Rain
1400,1400,11/2/2023,Birgunj,80.58,32.7,42,17.9,Snow
1401,1401,11/3/2023,Birgunj,26.07,18.9,49,11.4,Rain
1402,1402,11/4/2023,Birgunj,0.0,22.6,82,17.3,Drizzle
1403,1403,11/5/2023,Birgunj,43.59,32.9,54,4.4,Drizzle
1404,1404,11/6/2023,Birgunj,12.71,11.8,99,3.7,Snow
1405,1405,11/7/2023,Birgunj,50.26,30.6,90,17.9,
1406,1406,11/8/2023,Birgunj,69.02,14.8,94,9.0,Rain
1407,1407,11/9/2023,Birgunj,85.87,11.9,59,17.6,Drizzle
1408,1408,11/10/2023,Birgunj,99.32,19.3,95,14.3,Drizzle
1409,1409,11/11/2023,Birgunj,43.35,17.4,71,12.8,Snow
1410,1410,11/12/2023,Birgunj,0.0,12.5,50,8.6,
1411,1411,11/13/2023,Birgunj,0.0,33.1,87,17.4,Snow
1412,1412,11/14/2023,Birgunj,0.0,12.3,95,19.6,Rain
1413,1413,11/15/2023,Birgunj,54.38,15.9,94,0.6,Snow
1414,1414,11/16/2023,Birgunj,0.0,23.2,70,15.6,Snow
1415,1415,11/17/2023,Birgunj,0.0,16.3,96,5.7,Rain
1416,1416,11/18/2023,Birgunj,0.0,35.0,96,1.3,Rain
1417,1417,11/19/2023,Birgunj,69.83,19.2,97,19.1,Rain
1418,1418,11/20/2023,Birgunj,64.19,24.3,84,4.1,
1419,1419,11/21/2023,Birgunj,0.0,10.6,69,6.5,
1420,1420,11/22/2023,Birgunj,0.0,17.1,88,3.5,Drizzle
1421,1421,11/23/2023,Birgunj,39.99,23.4,97,1.8,Snow
1422,1422,11/24/2023,Birgunj,86.18,19.8,88,19.9,
1423,1423,11/25/2023,Birgunj,84.52,15.3,80,5.2,Drizzle
1424,1424,11/26/2023,Birgunj,0.0,27.1,74,15.8,
1425,1425,11/27/2023,Birgunj,48.9,14.9,78,7.7,
1426,1426,11/28/2023,Birgunj,76.09,34.7,46,0.7,Rain
1427,1427,11/29/2023,Birgunj,23.9,23.7,81,9.5,
1428,1428,11/30/2023,Birgunj,0.0,27.7,94,2.3,Rain
1429,1429,12/1/2023,Birgunj,0.0,17.7,87,6.1,
1430,1430,12/2/2023,Birgunj,90.42,34.8,94,12.5,Drizzle
1431,1431,12/3/2023,Birgunj,30.560000000000002,18.8,53,2.1,
1432,1432,12/4/2023,Birgunj,90.05,32.9,95,1.1,Drizzle
1433,1433,12/5/2023,Birgunj,70.11,18.0,66,3.2,Snow
1434,1434,12/6/2023,Birgunj,83.93,34.1,76,3.3,Rain
1435,1435,12/7/2023,Birgunj,40.03,23.6,90,5.4,Snow
1436,1436,12/8/2023,Birgunj,30.799999999999997,28.4,88,17.8,Drizzle
1437,1437,12/9/2023,Birgunj,0.0,11.8,66,8.2,Rain
1438,1438,12/10/2023,Birgunj,17.67,34.2,90,9.9,
1439,1439,12/11/2023,Birgunj,77.72,30.0,59,16.7,
1440,1440,12/12/2023,Birgunj,34.19,32.0,68,16.7,Snow
1441,1441,12/13/2023,Birgunj,0.0,24.0,63,17.3,Rain
1442,1442,12/14/2023,Birgunj,30.020000000000003,15.5,68,9.1,Drizzle
1443,1443,12/15/2023,Birgunj,49.74,30.6,59,0.8,
1444,1444,12/16/2023,Birgunj,43.9,15.2,61,15.0,Drizzle
1445,1445,12/17/2023,Birgunj,0.0,18.9,90,0.6,Snow
1446,1446,12/18/2023,Birgunj,84.42,13.9,70,13.4,Snow
1447,1447,12/19/2023,Birgunj,44.95,16.7,99,14.2,
1448,1448,12/20/2023,Birgunj,56.11,19.8,81,11.9,
1449,1449,12/21/2023,Birgunj,0.0,29.0,42,10.6,Snow
1450,1450,12/22/2023,Birgunj,89.69,22.1,74,1.2,Drizzle
1451,1451,12/23/2023,Birgunj,19.21,13.8,54,6.9,
1452,1452,12/24/2023,Birgunj,62.03999999999999,20.0,86,10.2,Rain
1453,1453,12/25/2023,Birgunj,85.62,32.8,71,16.5,Snow
1454,1454,12/26/2023,Birgunj,0.0,21.5,73,12.3,
1455,1455,12/27/2023,Birgunj,72.42,17.6,74,7.4,
1456,1456,12/28/2023,Birgunj,18.25,20.0,71,14.1,Rain
1457,1457,12/29/2023,Birgunj,13.46,15.3,78,19.8,
1458,1458,12/30/2023,Birgunj,0.0,12.2,48,15.8,Rain
1459,1459,12/31/2023,Birgunj,45.32,28.2,97,15.0,
1460,1460,1/1/2023,Nepalgunj,78.7,23.8,75,11.4,Snow
1461,1461,1/2/2023,Nepalgunj,51.99,16.6,77,18.8,
1462,1462,1/3/2023,Nepalgunj,0.0,19.8,95,18.3,Drizzle
1463,1463,1/4/2023,Nepalgunj,0.0,17.7,82,2.7,
1464,1464,1/5/2023,Nepalgunj,88.92,16.1,88,15.8,Drizzle
1465,1465,1/6/2023,Nepalgunj,88.16,32.6,61,8.7,Drizzle
1466,1466,1/7/2023,Nepalgunj,40.55,14.9,90,6.9,
1467,1467,1/8/2023,Nepalgunj,61.2,27.6,100,18.5,Snow
1468,1468,1/9/2023,Nepalgunj,30.090000000000003,15.1,58,7.3,
1469,1469,1/10/2023,Nepalgunj,25.64,26.2,47,1.2,
1470,1470,1/11/2023,Nepalgunj,0.0,18.0,98,1.7,
1471,1471,1/12/2023,Nepalgunj,14.490000000000002,34.7,79,4.7,Rain
1472,1472,1/13/2023,Nepalgunj,0.0,16.8,62,7.4,Drizzle
1473,1473,1/14/2023,Nepalgunj,68.03,16.8,73,0.9,Rain
1474,1474,1/15/2023,Nepalgunj,20.46,21.3,68,13.5,Drizzle
1475,1475,1/16/2023,Nepalgunj,21.42,20.7,82,12.8,Rain
1476,1476,1/17/2023,Nepalgunj,4.24,21.7,60,12.0,Drizzle
1477,1477,1/18/2023,Nepalgunj,0.0,14.3,79,12.8,Rain
1478,1478,1/19/2023,Nepalgunj,0.0,34.5,96,1.2,Snow
1479,1479,1/20/2023,Nepalgunj,0.0,29.6,43,13.7,Rain
1480,1480,1/21/2023,Nepalgunj,26.43,10.7,91,10.1,Drizzle
1481,1481,1/22/2023,Nepalgunj,1.9500000000000002,11.9,59,11.0,Snow
1482,1482,1/23/2023,Nepalgunj,98.8,10.6,49,10.1,Snow
1483,1483,1/24/2023,Nepalgunj,0.0,14.0,95,2.5,
1484,1484,1/25/2023,Nepalgunj,21.88,30.8,47,2.2,Drizzle
1485,1485,1/26/2023,Nepalgunj,0.0,30.6,94,2.4,Drizzle
1486,1486,1/27/2023,Nepalgunj,93.38,31.2,96,8.6,Drizzle
1487,1487,1/28/2023,Nepalgunj,73.53,29.7,40,2.1,Rain
1488,1488,1/29/2023,Nepalgunj,79.82,20.2,42,1.9,Drizzle
1489,1489,1/30/2023,Nepalgunj,43.92,20.1,94,4.6,Snow
1490,1490,1/31/2023,Nepalgunj,51.02,29.7,51,16.4,
1491,1491,2/1/2023,Nepalgunj,0.0,23.4,69,5.7,Drizzle
1492,1492,2/2/2023,Nepalgunj,93.39,15.6,94,2.0,Drizzle
1493,1493,2/3/2023,Nepalgunj,3.5,12.0,97,16.9,Snow
1494,1494,2/4/2023,Nepalgunj,76.27,23.4,67,18.8,Rain
1495,1495,2/5/2023,Nepalgunj,97.89,13.3,90,12.7,
1496,1496,2/6/2023,Nepalgunj,57.01,27.0,80,18.3,
1497,1497,2/7/2023,Nepalgunj,64.7,12.9,80,1.7,
1498,1498,2/8/2023,Nepalgunj,23.24,17.0,43,15.5,Rain
1499,1499,2/9/2023,Nepalgunj,8.4,31.7,85,1.2,Snow
1500,1500,2/10/2023,Nepalgunj,5.19,14.2,95,0.4,Drizzle
1501,1501,2/11/2023,Nepalgunj,91.26,10.5,64,1.5,
1502,1502,2/12/2023,Nepalgunj,88.05,26.7,42,20.0,
1503,1503,2/13/2023,Nepalgunj,0.0,24.4,48,10.4,
1504,1504,2/14/2023,Nepalgunj,0.0,25.1,40,18.1,Drizzle
1505,1505,2/15/2023,Nepalgunj,0.0,27.5,84,16.6,Snow
1506,1506,2/16/2023,Nepalgunj,79.56,18.8,91,10.7,Drizzle
1507,1507,2/17/2023,Nepalgunj,0.0,24.8,41,16.0,Rain
1508,1508,2/18/2023,Nepalgunj,0.0,27.7,70,15.5,Rain
1509,1509,2/19/2023,Nepalgunj,12.25,34.8,94,7.5,Drizzle
1510,1510,2/20/2023,Nepalgunj,1.25,25.3,76,13.8,Rain
1511,1511,2/21/2023,Nepalgunj,67.77,11.8,58,15.5,
1512,1512,2/22/2023,Nepalgunj,76.65,17.7,41,17.4,Rain
1513,1513,2/23/2023,Nepalgunj,33.0,25.6,67,2.0,Rain
1514,1514,2/24/2023,Nepalgunj,0.0,25.0,72,15.6,Rain
1515,1515,2/25/2023,Nepalgunj,78.3,27.3,97,10.0,Snow
1516,1516,2/26/2023,Nepalgunj,6.699999999999999,13.7,95,5.5,Drizzle
1517,1517,2/27/2023,Nepalgunj,65.25,27.2,78,11.3,Rain
1518,1518,2/28/2023,Nepalgunj,12.74,34.9,87,18.2,Drizzle
1519,1519,3/1/2023,Nepalgunj,0.0,28.4,42,19.3,Drizzle
1520,1520,3/2/2023,Nepalgunj,45.32,18.6,58,18.2,Drizzle
1521,1521,3/3/2023,Nepalgunj,0.0,10.3,84,12.4,
1522,1522,3/4/2023,Nepalgunj,3.0600000000000005,28.4,72,14.8,Rain
1523,1523,3/5/2023,Nepalgunj,45.2,33.9,56,8.4,
1524,1524,3/6/2023,Nepalgunj,15.0,30.0,56,11.4,Rain
1525,1525,3/7/2023,Nepalgunj,96.46,15.2,43,12.7,Snow
1526,1526,3/8/2023,Nepalgunj,40.6,31.6,55,19.1,Snow
1527,1527,3/9/2023,Nepalgunj,0.0,33.2,85,10.3,
1528,1528,3/10/2023,Nepalgunj,73.09,21.8,75,10.3,Snow
1529,1529,3/11/2023,Nepalgunj,97.52,22.3,72,13.8,Drizzle
1530,1530,3/12/2023,Nepalgunj,56.94,25.2,76,5.8,Rain
1531,1531,3/13/2023,Nepalgunj,0.0,23.5,44,14.7,
1532,1532,3/14/2023,Nepalgunj,13.24,22.3,100,8.8,Rain
1533,1533,3/15/2023,Nepalgunj,31.520000000000003,19.8,84,3.9,Drizzle
1534,1534,3/16/2023,Nepalgunj,58.63,20.4,80,14.0,Snow
1535,1535,3/17/2023,Nepalgunj,14.75,34.1,42,15.4,Drizzle
1536,1536,3/18/2023,Nepalgunj,71.78,19.4,55,19.5,Rain
1537,1537,3/19/2023,Nepalgunj,67.59,10.2,41,3.0,Drizzle
1538,1538,3/20/2023,Nepalgunj,67.24,20.8,50,12.0,Snow
1539,1539,3/21/2023,Nepalgunj,9.05,25.8,47,3.7,Drizzle
1540,1540,3/22/2023,Nepalgunj,31.07,32.5,84,16.4,
1541,1541,3/23/2023,Nepalgunj,52.62,13.8,77,10.6,Snow
1542,1542,3/24/2023,Nepalgunj,19.14,20.1,53,10.8,Drizzle
1543,1543,3/25/2023,Nepalgunj,88.51,11.6,89,18.1,Drizzle
1544,1544,3/26/2023,Nepalgunj,93.88,17.6,62,15.5,Snow
1545,1545,3/27/2023,Nepalgunj,0.0,15.7,73,14.6,
1546,1546,3/28/2023,Nepalgunj,53.91,32.2,47,16.6,Drizzle
1547,1547,3/29/2023,Nepalgunj,92.92,30.4,69,19.6,Snow
1548,1548,3/30/2023,Nepalgunj,24.15,31.3,44,14.7,Snow
1549,1549,3/31/2023,Nepalgunj,0.0,23.6,89,16.3,
1550,1550,4/1/2023,Nepalgunj,0.0,26.4,91,9.1,Drizzle
1551,1551,4/2/2023,Nepalgunj,0.0,16.8,75,13.5,
1552,1552,4/3/2023,Nepalgunj,0.0,10.5,78,18.3,Drizzle
1553,1553,4/4/2023,Nepalgunj,0.0,20.6,83,4.4,Snow
1554,1554,4/5/2023,Nepalgunj,61.2,12.7,41,2.9,
1555,1555,4/6/2023,Nepalgunj,41.7,31.3,84,1.3,Drizzle
1556,1556,4/7/2023,Nepalgunj,58.85,24.7,73,19.8,
1557,1557,4/8/2023,Nepalgunj,0.0,29.1,65,19.4,Rain
1558,1558,4/9/2023,Nepalgunj,4.52,30.4,63,11.3,Snow
1559,1559,4/10/2023,Nepalgunj,10.25,20.1,85,12.5,Drizzle
1560,1560,4/11/2023,Nepalgunj,49.39,28.7,91,5.8,Rain
1561,1561,4/12/2023,Nepalgunj,0.0,33.2,55,6.2,
1562,1562,4/13/2023,Nepalgunj,0.0,13.0,67,12.4,Drizzle
1563,1563,4/14/2023,Nepalgunj,0.0,32.1,74,12.4,Rain
1564,1564,4/15/2023,Nepalgunj,38.65,17.0,87,16.2,
1565,1565,4/16/2023,Nepalgunj,19.18,10.0,64,6.2,Drizzle
1566,1566,4/17/2023,Nepalgunj,26.09,26.4,88,12.9,Drizzle
1567,1567,4/18/2023,Nepalgunj,88.45,11.5,65,1.3,Rain
1568,1568,4/19/2023,Nepalgunj,12.48,12.3,61,7.1,Rain
1569,1569,4/20/2023,Nepalgunj,30.950000000000003,19.0,40,0.2,Snow
1570,1570,4/21/2023,Nepalgunj,30.230000000000004,29.4,92,11.3,Drizzle
1571,1571,4/22/2023,Nepalgunj,0.0,33.1,49,14.2,Snow
1572,1572,4/23/2023,Nepalgunj,2.95,28.2,100,3.7,Snow
1573,1573,4/24/2023,Nepalgunj,28.76,15.7,71,3.9,
1574,1574,4/25/2023,Nepalgunj,65.47,28.2,86,15.0,Rain
1575,1575,4/26/2023,Nepalgunj,13.84,16.9,79,9.9,Snow
1576,1576,4/27/2023,Nepalgunj,36.75,10.1,80,5.2,Rain
1577,1577,4/28/2023,Nepalgunj,0.0,16.9,74,15.3,
1578,1578,4/29/2023,Nepalgunj,0.0,30.6,81,19.8,Rain
1579,1579,4/30/2023,Nepalgunj,38.49,31.7,82,13.8,Rain
1580,1580,5/1/2023,Nepalgunj,21.84,19.5,73,7.2,Drizzle
1581,1581,5/2/2023,Nepalgunj,7.220000000000001,32.4,71,15.9,Drizzle
1582,1582,5/3/2023,Nepalgunj,0.0,31.6,45,8.8,Drizzle
1583,1583,5/4/2023,Nepalgunj,77.45,19.1,42,14.5,Drizzle
1584,1584,5/5/2023,Nepalgunj,36.96,20.7,80,4.2,Snow
1585,1585,5/6/2023,Nepalgunj,54.14,16.7,69,14.4,Drizzle
1586,1586,5/7/2023,Nepalgunj,38.18,29.8,97,4.5,
1587,1587,5/8/2023,Nepalgunj,0.0,32.5,40,11.3,Snow
1588,1588,5/9/2023,Nepalgunj,24.9,19.1,95,0.9,Drizzle
1589,1589,5/10/2023,Nepalgunj,0.0,20.6,43,19.2,Drizzle
1590,1590,5/11/2023,Nepalgunj,62.03,14.4,66,0.1,
1591,1591,5/12/2023,Nepalgunj,85.22,32.3,71,11.2,Drizzle
1592,1592,5/13/2023,Nepalgunj,6.91,13.0,88,0.2,
1593,1593,5/14/2023,Nepalgunj,89.94,10.4,98,14.1,Snow
1594,1594,5/15/2023,Nepalgunj,56.62,16.5,46,18.3,Drizzle
1595,1595,5/16/2023,Nepalgunj,1.6600000000000001,34.8,77,0.3,Drizzle
1596,1596,5/17/2023,Nepalgunj,0.0,24.4,74,16.1,
1597,1597,5/18/2023,Nepalgunj,87.16,15.3,62,4.2,Rain
1598,1598,5/19/2023,Nepalgunj,0.0,33.7,55,19.5,Drizzle
1599,1599,5/20/2023,Nepalgunj,0.0,17.6,77,18.1,Snow
1600,1600,5/21/2023,Nepalgunj,95.48,29.4,94,9.5,Rain
1601,1601,5/22/2023,Nepalgunj,69.49,21.8,40,1.7,Rain
1602,1602,5/23/2023,Nepalgunj,11.1,14.8,57,12.2,Drizzle
1603,1603,5/24/2023,Nepalgunj,18.16,11.9,70,18.0,
1604,1604,5/25/2023,Nepalgunj,39.54,11.1,89,18.5,Drizzle
1605,1605,5/26/2023,Nepalgunj,0.0,11.8,80,5.5,Rain
1606,1606,5/27/2023,Nepalgunj,0.0,11.9,93,8.4,Drizzle
1607,1607,5/28/2023,Nepalgunj,28.13,20.9,52,18.4,Drizzle
1608,1608,5/29/2023,Nepalgunj,0.0,24.7,52,10.6,
1609,1609,5/30/2023,Nepalgunj,75.46,34.6,61,11.0,Drizzle
1610,1610,5/31/2023,Nepalgunj,0.0,29.0,100,9.1,
1611,1611,6/1/2023,Nepalgunj,0.0,21.9,70,4.8,Snow
1612,1612,6/2/2023,Nepalgunj,0.0,13.6,90,6.3,Drizzle
1613,1613,6/3/2023,Nepalgunj,27.74,18.5,73,0.4,Snow
1614,1614,6/4/2023,Nepalgunj,0.0,23.6,66,8.4,Drizzle
1615,1615,6/5/2023,Nepalgunj,0.0,32.4,83,16.1,Drizzle
1616,1616,6/6/2023,Nepalgunj,34.1,10.3,57,1.9,Snow
1617,1617,6/7/2023,Nepalgunj,5.3,26.3,40,14.1,
1618,1618,6/8/2023,Nepalgunj,72.66,25.4,57,14.7,Snow
1619,1619,6/9/2023,Nepalgunj,10.85,18.4,87,12.7,Drizzle
1620,1620,6/10/2023,Nepalgunj,44.32,20.3,92,13.1,
1621,1621,6/11/2023,Nepalgunj,11.08,15.8,66,10.7,Drizzle
1622,1622,6/12/2023,Nepalgunj,0.0,22.5,61,3.9,Snow
1623,1623,6/13/2023,Nepalgunj,0.0,12.2,92,3.2,
1624,1624,6/14/2023,Nepalgunj,40.28,31.5,41,11.1,
1625,1625,6/15/2023,Nepalgunj,17.33,12.6,98,0.4,Drizzle
1626,1626,6/16/2023,Nepalgunj,0.0,12.1,69,9.7,Rain
1627,1627,6/17/2023,Nepalgunj,62.3,11.6,52,8.3,
1628,1628,6/18/2023,Nepalgunj,0.0,34.8,87,7.8,Rain
1629,1629,6/19/2023,Nepalgunj,86.65,21.1,50,11.3,
1630,1630,6/20/2023,Nepalgunj,37.1,22.8,71,2.3,Rain
1631,1631,6/21/2023,Nepalgunj,29.36,33.7,84,18.3,
1632,1632,6/22/2023,Nepalgunj,0.0,18.7,86,15.1,Rain
1633,1633,6/23/2023,Nepalgunj,84.9,10.0,85,17.4,Snow
1634,1634,6/24/2023,Nepalgunj,0.0,21.9,57,15.5,
1635,1635,6/25/2023,Nepalgunj,78.24,33.4,48,8.7,
1636,1636,6/26/2023,Nepalgunj,0.0,25.9,78,12.5,Rain
1637,1637,6/27/2023,Nepalgunj,0.0,16.8,71,10.8,Drizzle
1638,1638,6/28/2023,Nepalgunj,99.7,25.3,84,2.4,Drizzle
1639,1639,6/29/2023,Nepalgunj,55.5,23.1,61,6.8,Rain
1640,1640,6/30/2023,Nepalgunj,38.56,21.7,48,18.2,Drizzle
1641,1641,7/1/2023,Nepalgunj,0.0,34.8,71,17.2,
1642,1642,7/2/2023,Nepalgunj,0.0,16.2,59,14.2,
1643,1643,7/3/2023,Nepalgunj,93.0,27.8,83,19.5,Drizzle
1644,1644,7/4/2023,Nepalgunj,0.0,29.9,70,3.9,
1645,1645,7/5/2023,Nepalgunj,99.86,16.4,70,7.7,Drizzle
1646,1646,7/6/2023,Nepalgunj,58.91,19.7,43,5.5,
1647,1647,7/7/2023,Nepalgunj,0.0,18.5,60,0.6,Drizzle
1648,1648,7/8/2023,Nepalgunj,0.0,21.2,70,0.1,
1649,1649,7/9/2023,Nepalgunj,18.4,22.9,84,10.0,Rain
1650,1650,7/10/2023,Nepalgunj,49.16,10.5,82,19.8,
1651,1651,7/11/2023,Nepalgunj,0.0,11.1,57,1.3,Snow
1652,1652,7/12/2023,Nepalgunj,16.78,23.2,96,18.2,
1653,1653,7/13/2023,Nepalgunj,70.53,10.2,78,9.3,Snow
1654,1654,7/14/2023,Nepalgunj,0.0,25.0,44,0.5,Drizzle
1655,1655,7/15/2023,Nepalgunj,59.82,31.7,63,11.1,
1656,1656,7/16/2023,Nepalgunj,0.0,32.9,57,13.6,Rain
1657,1657,7/17/2023,Nepalgunj,0.0,19.8,97,3.8,Rain
1658,1658,7/18/2023,Nepalgunj,0.0,33.1,76,14.0,Drizzle
1659,1659,7/19/2023,Nepalgunj,0.0,16.4,60,16.6,Rain
1660,1660,7/20/2023,Nepalgunj,0.0,10.4,97,17.6,Snow
1661,1661,7/21/2023,Nepalgunj,0.0,28.3,82,10.7,Drizzle
1662,1662,7/22/2023,Nepalgunj,89.02,18.0,80,18.6,Drizzle
1663,1663,7/23/2023,Nepalgunj,9.38,34.8,59,4.2,
1664,1664,7/24/2023,Nepalgunj,39.57,27.8,71,13.1,Snow
1665,1665,7/25/2023,Nepalgunj,0.5800000000000001,19.4,87,2.2,
1666,1666,7/26/2023,Nepalgunj,35.6,19.6,62,9.3,Rain
